Cash,"Part of the monetary system, Exchanged for goods and services, Paper money, "
Cash,"green, people carry it, used to exchange for goods, made of fibers, has elaborate designs "
Cash,"wealth, money, spending"
Cash,"money, green, bucks"
Cash,"is money, made out of paper, has pictures of past presidents on it, rectanglular,"
Cash,"comes from trees, is green, is used to purchase things, can come with the form of bills or coins, is used across the world, "
Cash,"money, currency, lack of, plentiful, need to survive, everybody wants money more than they need it"
Cash,"money, spending money, broke, bank, bank account, none, "
Cash,"Money, compensation. Something used to trade for valued items. Green, presidents faces, can be broken down into change. Typically comes in values of $1, $5, $10, $20, and $100."
Cash,currency worth more. paper money representing value
Cash,"money, currency, paper, goi"
Cash,"Currency, valuable, necessity, desired."
Cash,"money, financial status and security, needed to sustain living, needed for desires or wants, needed for improvement or to meet goals"
Cash,"money, green in color, purchasing power, bank, usually in paper form, coin money is related to cash, debit card or credit cards are considered plastic cash, people pay for things with cash, people work to earn cash, is the medium of exchange"
Cash,
Cash,green moneycurrency
Cash,"green, paper, thin, lightweight, has different values, can be spent, buys things"
Cash,"green, cars, house, happiness"
Cash,"money, paper, green"
Cash,is money 
Cash,"shopping, spend it, save it, new car, green, from working, worth something, usefull, fun, makes you happy, spend on anything, "
Cash,"money, dollars, change, important"
Cash,"money, johnny cash"
Cash,"Money, currency, change, dollars, used to buy things like food, clothes, a house,"
Cash,"shopping, spending money, opposite: credit card, is the color green"
Cash,"green, dollars, a lot, wanted"
Cash,
Cash,
Cash,"money, different in all countries, "
Cash,"money, flow, paycheck, payday, game shows, lottery, change"
Cash,"money!, poor, job, green, crumpled"
Cash,"currency, dimes, nickels, pennies, dollars, bills, used for paying bills, made from working a job,"
Cash,"money, is very dirty, makes the world go round, made of paper"
Cash,"Cash is a noun, a verb, and, in slang, an adjective. The noun is a synonym for money, the verb describes to change something into money, and the adjective describes something as good on an epic scale. Ex. ""Shit was so cash."""
Cash,"money, power, ""Cash on hand"""
Cash,"is used to pay for things, paper money as opposed to coins, can rip easily, is green, can be a one, five, ten, twenty, fifty, or hundred dollar bill. "
Cash,something used to buy things
Cash,"neccessity, paper, dirty, people strive for it, can show peoples true colors, green, economy"
Cash,"green, comes in ones fives tens twenties fifities and hundreds, head on front, different pictures dealing with government on back, amount all over, have holographic symbol"
Cash,"is used to buy things, is green, is made of paper, is used by humans to purchase things, is found in wallets"
Cash,"money, wish I had more, debt, millionaire, finance, accounting, can lead to good or bad decisions, athletes, CEO's"
Cash,"scarce, vital, makes life go round, easy to spend, hard to keep, work, job, savings, objects, stuff, impress people, success, green, paper, small"
Cash,"is spendable money, is hard to make unless you have a good job, doesn't have very much value anymore, takes a lot to get ahead, is made from trees"
Cash,"money, dollar bills, green, has presidents' faces on one side, used to purchase things"
Cash,"is slang for money, is used to buy things, is made of paper, is green, is also a verb, you can....a check "
Cash,"nice to haveimportantmeans you have a job or someone is supporting youeveryone wants somegreen smells nasty1s,5s,10s,20s, 100schecksbanksatms"
Cash,"money, green"
Cash,"green, used to buy things, has the faces of presidents on them, rectangle, made of paper"
Cash,"paper, coin, green, copper, silver, hard currency"
Cash,"money, you can buy things with cash, green, old, wrinkled, dirty, get it at the bank, grocery stores, for babysitting and working, 1,5,10,20,50,100, different values, made of paper, people steal it and try to duplicate it, if you have a lot of it you're rich"
Cash,Common term in America.  Paper money.  Referring to green paper money and in some cases change.  Omits money stored on credit cards or in a bank.  Made by the U.S. government in mints.
Cash,"Great, green, scarce, becoming obsolete, paper, cloth, makes people happy, gift"
Cash,"Money, value, bank, economics, wanted, career, needed, dinero, george washington"
Cash,
Cash,"something you use to pay for items, paper, comes in various amounts (i.e- $1, $5, etc.), green and white, used by many people"
Cash,"Money, green, paper, coins, dinero, necessary to buy objects, smells funny, in banks, resturants, stores."
Cash,"Green, spending, not enough, counterfeit, mint, stolen, bad economy, smells good"
Cash,"money, buy, food, change"
Cash,"Paper money, "
Cash,"Work, birthday, presents, not a debit card, bank"
Cash,"another word for money, most often paper money, used to pay for things, kept in banks, kept in wallets, kept in safes at home, can be spent or saved, it could be used as a verb, like to cash in checks"
Cash,"is paper money and coins, is tangible, is something people many people desire, is used to buy things, is saved up"
Cash,MoneyHelps you buy thingsMore you have you are richLess you have you are poor
Cash,"cash money, paper, green, bills, dollars, Johnny Cash"
Cash,"Money, Green, Used to Purchase things, Useful, "
Cash,"rich people, used to buy food, used to buy clothes, used to buy everything =), used to pay bills :'("
Cash,many types of bills of paper with numbers on them used to purchase belongings.  also known as a term of sleeping
Cash,"money, rich, buy things, "
Cash,"currency, what our economy is based on, almost paper, but more like fabric, everyone desires it, when you don't have any it is all you think about, made from trees, it is green, it is covered in watermarks, it is woven, there are colored fibers through it making it nearly in-counterfeit-able, is used by everyone and is easily exchanged for other currencies"
Cash,"Money, coins, names, used in convient stores, used in casino's, power, used for payments such as bill and buying stuff"
Cash,"is a paper used to represent our currency, different values, different president picture for different value, has hidden images within the paper only seen when held to light, is square"
Choice,"Decision, Opportunity, "
Choice,"option to pick one thing or another, we all have choices, "
Choice,"option, freedom, individual, self"
Choice,"opinion, choose"
Choice,"is an option, something that is preferred, can be a solution to a problem"
Choice,"decision, opinion, personal, individual, unique, options, "
Choice,"decision making, personal matter, make up someone or somethings mind, consequence; good or bad"
Choice,"your own, hard to make, million per day, affect your life, "
Choice,"Option, decision, something that you can choose."
Choice,multiple options that must be considered before making. a choice usually means there are right and wrong things and you must reason to find the most right one
Choice,"options, you decided"
Choice,"Free will, right and wrong, the better choice, left or right, your position, biased."
Choice,"decision, responsibility, indivituality, variety, morality"
Choice,"people make decisions,  moral decision, choices are made every day, option, multiple-choice question on an exam"
Choice,
Choice,decisionobstacle
Choice,"a decision, has to be made, its normally personal, can have a large impact. "
Choice,"free, open, creative"
Choice,"decision, life, maturity"
Choice,to make a decision
Choice,"best choice, cheep, my decision, no one can change my mind, options"
Choice,"is what you want to do, independent, decisions, sometimes hard to do, happens everyday day"
Choice,variety of things to choose from
Choice,"what to wear, who to vote for, what car to buy, requires thought"
Choice,"decision, personal, preference"
Choice,"option, given, many"
Choice,
Choice,
Choice,"is a option, choosing between two or more things, "
Choice,"drink or drive, smoke, do or dont, "
Choice,"decisions, personal, adult-like"
Choice,"decision, yes or no, up or down, left or right,"
Choice,"is up to me,  hard to make, right versus wrong"
Choice,"A choice is a decision that is to be made with more than one option. It can be as few as two, but generally has many options."
Choice,"multiple options, the best, ""Choice cuts"""
Choice,"a decision someone makes, can be a good choice or a bad choice, picking between two or more things"
Choice,something that you choose to do. 
Choice,"option, opinion, left/right, right,wrong, ethics"
Choice,"decision, multiple factors, made by aa person, dependent on the persons values morals etc., nothing forced into"
Choice,"is one of multiple, is used to make a decision, is used on tests"
Choice,"an option, can be good or bad, path to success or failure, may hurt someone, rewarding, short or long term, conscious or unconscious"
Choice,"opinion, option, variety, multiple chances, decision, final thought"
Choice,your decision
Choice,"when someone can decide by their own free will, no outside influences to help pick"
Choice,everyone has a...
