Bow,"a bow tie, a ribbion, present"
Bow,bow is to boat
Bow,"Bow: archery, arrows, the book ""The Hunger Games"", hair products, hair accessories, hair, little girls, the way some dresses tie, a tie, often worn in hair, the neck or the waist of a dress"
Bow,
Bow,"arrow, knock, hunting, kill, animals, camo"
Bow,"a tie, a weapon "
Bow,"tie, tie pasta, cross bow, bow and arrow, longbow"
Bow,"when in the presence of someone like a king or queen you bow to show your subordination, lesser people, monarchy, hierarchy"
Bow,"hunting tool, used with an arrow, boy scouts, eagle scouts, sporting stores, different weights and sizes "
Bow,"in front of the queen, polite, ediquet, proper"
Bow,colorful hair accessory 
Bow,weapon or somthing to put in hair as an accessory
Bow,"to show respect,to show gratitude, to bend at the waist, "
Bow,"tied, top of a present, use with an arrow"
Bow,"is a weapon, is a decoration, comes in colors, is a custom of showing respect, is the front of a ship"
Bow,
Bow,"arrow, hair, polite, curtsey, pink, pretty, indians, bow down, ribbon, long, presents"
Bow,"pretty in the hair, girls wear them, bright colors, lots of ribbons, fun to wear, makes a person look cute"
Bow, greatest
Bow,"used with an arrow, used to hunt, invented thousands of years ago, primitive, indians,"
Bow,"used to propel arrows, death, killing, hunting, fighting, war, curved"
Bow,"an action, shows respect, seen with royalty, not used as much in common day"
Bow,"Can refer to a orderly piece of ribbon used for decorative purposes, a medieval ranged weapon that shoots arrows, or a complimentary piece to a stringed instrument such as a cello or violin.  Def. 1: physically thin, often shiny, makes rustle, taste of plastic, no smell. Def. 2&3: Physically: has a hard, yet flexible backing with a grouping of strings that are used to produce a sound or propel and arrow (respectively).  No smell,  or taste.  Sounds: can either be a sharp twang or a slow dull  sound based on how strenuous the string is plucked/pulled."
Bow,"has two loops and a knot such as when you tie a shoe, is a piece of fabric used to hold a girl's hair back, is part of a bow tie, is part of a ship, is gesture of bending over when an audience applauds you"
Bow,"old fashioned greeting, used in formal occastions, used for hunting, shoots arrows, has a string, shaped like a ""u"", pulled back to fire, comes in different types"
Bow,"used for hunting, uses arrows, is made of wood, is made of plastic, has a string, is flexible"
Bow,"as in bow tie, instrument of death ""hunting bow""?"
Bow,applause
Bow,the fram of a projectile device.
Bow,bending
Bow,"object, wear in hair, put on presents and gifts, different colors, hunting object, arrows"
Bow,"sign of respect, asian culture, an action, "
Bow,"made of ribbon or in shoe laces, string. pretty in hair"
Bow,"Decorates a present, made of ribbon, can buy in whole from a store, colorful, can tie on shoes, "
Bow,"Used to hunt, used for ancient warfare, uses arrows, made of wood or composite, dangerous."
Bow,"tie, ribbons, clown, bow pepe"
Bow,"with and arrow, used for hunting, target practice, can only be used in season."
Bow,"hairpiece, pretty, weapon used to hunt animals, means of death. "
Bow,"a hunting equipment, can be crafted by hand, made from wood, metal, carbon, shoots arrows, can used to kill,"
Bow,"in hair, little girls, childish, on top of presents, bright colors"
Bow,"bend at the waist, form on respect"
Bow,"made of ribbon or other material, from tying a knot with loops left artistically exposed, used a decoration for hair or packages"
Bow,"bend, arch, curtsy, arc, round, turn"
Bow,"is an act of bending the top part of your body forward to show respect for someone when people meet them, or as a way of thanking an audience, is a front part of a ship."
Bow,"to lean forward to show respect, a weapon, shoots arrows, made of wood or metal, old fashioned, Native Americans used them, used to kill, made obsolete by guns, used in warfare "
Bow,arrow
Bow,"neck tie, shooting apparatous, string, killing machine, plastic,and cloth materials. front of a boat, opposite of the sturn, bent"
Bow,"arrow, hunt, native American, archery, "
Bow,"has more than one meaning, an object that can be put in little girls hair, used as a hunting device with an arrow, "
Bow,"used for hunting, arrows, archery"
Bow,"tie, shooting arrows, curved shapes"
Bow,"used by indians in the past and today in hunting. some are wooden, some are plastic. there is a string that goes from one end of the bow to the other, and you shoot arrows from it to kill animals."
Bow,"showing respect in some cultures, karati, "
Bow,"Something you do when you are paying respect towards someone. formal concerts, royal parties. "
Bow,"curved stick with a string that is used to shoot arrows, or a pretty decoration often made of ribbon and put on top of a gift or a girl's hair, a gesture made at the end of a performance or when receiving praise where you bend at the waiste, or the front of a boat that is slightly pointed."
Bow,"A medieval weapon made from wood and flax to shoot arrows at people for hunting or fighting, OR a courtesy given to royals or people of higher class where you bend over and have your fave pointed down. "
Bow,"bend the knee, body, or incline the head, as in reverence, submission, salutation, recognition, or acknowledgment, yield, submit, bend or curve downward."
Bow,is very sharpmade for huntinghave to be at close ranges
Bow,"is a show of thanks, is used after performances, is bending at the waiste and lowering head,  "
Bow,"Many different colors, used in your hair, can refer to a tie, worn with suits, "
Bow,A type of knot. Used to decorate hair of a female. Used to wrap presents.
Bow,"wedding, jewelry, diamonds, significant other"
Bow,"bow and arrow, bow tie, hair bow, formal events, archery"
Bow,"and arrow, archery, hunting, fall, deer"
Bow,"archery, launches arrows, ancient style weapon, can be made of wood, can be made of synthetic material object"
Bow,"and arrow, archery, hair bow,"
Bow,"is an accessory that one creates out of ribbon or fabric, can describe what one does when they band at the hips to thank an audience and communicate that they're finished with their presentation"
Bow,"arrow, dress, girls, pink, babies, cheerleaders "
Bow,"used for hunting, has an arrow with the bow, also something that can be worn in hair, made out of ribbon"
Bow,"something that is tied, can be used in a girls hair, on a dress or on a tuxedo, can be a variety of colors, used to dress something up"
Circus,"elephant,acrobats, clowns, tight ropes, "
Circus,"Circus is to clowns and giggles, elephants peanuts and popcorn."
Circus,"Circus: clowns, popcorn, cotton candy, clown car, elephants, striped tent, attended while young, kids, costumes, ""Dumbo"", peanuts, lions, large crowds"
Circus,"elephants, clowns, performers, big top, large tents, trapeze, lots of kids, "
Circus,"clown, fun, elephant, ropes, colors, tigers, tights, costumes"
Circus,scary clowns
Circus,"animals, daring stunts, tight rope, elephant, family fun"
Circus,"elephants, usually with paint on them, tight wire, creepy clowns, children, Ringling brothers and Barnum and Baileys, went to some as a kid "
Circus,"joyful, creepy, clowns, animals, tents, colorful, amusing, children, entertainment, ring mastere"
Circus,"crazy, colors, animals, music, ring master, people, costumes, food, excitement"
Circus,animals colorful crazy people tents magic 
Circus,"entertainment with elephants, clowns, and silly talents"
Circus,"show, event, entertainment, clowns, acrobats, elephants, tigers, horses, tight rope, bearded lady, strong man, something you take children too, popcorn, peanuts, "
Circus,"fun, many activities, an event, shows animals, has clowns, has a ringmaster, has an audience consisting of majority children, people wear stilts, extravagent costumes, has curcus freaks"
Circus,"entertainment, archaic, variety of different acts, freak-show, clowns, "
Circus,
Circus,"clown, funny, animals, freaks, trapese, fire, hoops, beards, Britney Spears, audience, balloons, tickets, music, scary, make-up"
Circus,"a fun place, a scary place, a busy place, has cotton candy, has sugar, has animals, has clowns, sounds happy, feeling is fun and exciting, smiling faces"
Circus, Enjoyment
Circus,"they have clowns, they are performances, tricks and shows, lots of games, good family time, people on tight ropes"
Circus,"in a tent, smells like popcorn, entertainment, wild animals, acrobats, crazy"
Circus,"fun, has clowns, has animals, joyous for kids, known is have cotton candy, fun toys, fun music, dramatic announcer, many acts, acrobatics"
Circus,"A group of attractions set up as entertainment for consumers.  Circus may include animal shows, clowns, food, and games (usually designed to take your money).  usually colorful, smells like greasy food and animals, sounds like a large group of people in a concentrated area.  No particular taste or feel."
Circus,"clowns, monkey, elephants, tricycle, hoops of fire, audience, travels places to perform and put on shows, tricks, tight rope, flexible people, balance beam"
Circus,"three rings, lots of animals, clowns, dazzling acts, juggling, goofy music, ringmaster, too many people in a car, inside a tent, human cannonball, smells like poop, cotton candy, expensive toys that fall apart, always the same thing, acrobats"
Circus,"is always on the go, has food, has clowns, is entertaining, is big"
Circus,where clowns come from..
Circus,"elephant, lion, bear, trapeze, trampoline"
Circus,clowns....so many clowns.
Circus,clownselephantsmonkeysanimalsfireringstentscolors
Circus,"Big Top, Animals, Elephants, Camels, Trapeze, Human Canon, coming to JQH, cotton candy, peanuts, red"
Circus,"animals, crowded, dirty, talented people, strange people, movies, found on fair grounds, "
Circus,"clowns, kangaroos, crazy tricks, elephants, happens in a tent, flexible girls"
Circus,"Children love it, has animals, big top, has a ringleader, has three rings, red and white tent, dust bowl era, elephants, trapeze artists, clowns, popcorn, tightrope walkers"
Circus,"A tent, elephants, clowns, peanuts, excitement, children, tight rope, fun, skill, entertainment, travels, acrobats, ring of fire."
Circus,"fun, animals, people, cotton candy, cirque du solei, fire"
Circus,"fun for kids, smells like a zoo, tigers, elephants, monkeys, acrobats, ring leaders."
Circus,"elephants, lions, tigers, arobats, incredible feats, peanuts, carnies, big tents, red/yellow stripes, exotic animals, fire, rings, ropes, balance, acts, clowns, wonder, excitement, horror. "
Circus,"Clowns, elephants, people trying to get you to buy things, lights, animals, trainers, peanuts, acrobats, used for entertainment"
Circus,"elephants, red and white tent, tightrope walkers, fire breathers, lion tamers, acrobats, bearded woman, contortionist"
Circus,"elephants, acrobats, red, white, clowns, cotton candy, barnum and baiely, ring master, lion"
Circus,"an entertainment source, people doing tricks, animals doing routines, crowds of spectators"
Circus,"animals, ring master,clowns, cotton candy, acrobats, face paint, peanuts, snow-cones,little kids, fun"
Circus,"is a travelling company of performers, include acrobats, clowns, trained animal, trapeze act,unicyclists, hoopers, mucsicans, tightrope walkers, jugglers and stunt-oriented artist."
Circus,"silly, tomfoolery, contains animals, elephants, tigers, lions, trainers, entertains children, freaks work there, people perform their otherwise useless talents, sword swallowers, bikers, fire eaters, a scam, shady businessmen, 1930s, exploitative, Barnum and Bailey, annoying announcers, acrobats, corny, loud, smells terrible, popcorn everywhere, crappy souvenirs, obnoxious, crowded, hot, full of bright colors and flashing lights"
Circus,"clown, elaphant"
Circus,"clowns, tigers, tight ropes, elephants, balls, tents, colorful, loud, musical, cotton candy, smells like poop cotton candy and popcorn, lots of people and little children"
Circus,"clowns, tightrope, lions, elephants, cotton candy, big top, jugglers"
Circus,"clowns, acrobats, fun, colorful"
Circus,"entertainment, loud music, games, acrobats, exotic animals, kids, food, tents"
Circus,"lights, acrabatics, elephants, ring man, aerobics, hula hoops, cameras, action-packed"
Circus,"something for entertainment, a variety of animals like tigers, elephants, giraffes, etc. a lot of different acts-acrobats, fire breathers, sword throwers, etc. three rings, tents, clowns."
Circus,"an event for kids, clowns, family fun, travel, "
Circus,"clowns, elephants, tigers, hoops, flames, dirt bikes, magic tricks, weird looking people dressed up. Big tents. "
Circus,"elephants, striped tents, popcorn, cotton candy, acrobats, magicians, clowns, balloon animal making people, mistreatment of animals, hard life to live."
Circus,A place where abnormal things happen with elephants and clowns on stage.
Circus,"public entertainment, presented in a tent, presents entertainments with officials, employees, performing animals, traveling wagons, tents, cages, and equipment, circular arena."
Circus,has many animalscan have unique people or animals
Circus,"is a show, has performances by animals and people, is for amusement, "
Circus,"is in a big tent, has clowns elephants, tigers, different acts. "
Circus,"A family fun event. Used to show off strange talents. Often have ringmasters, eliphants and stilts."
Circus,"sew, grandmas, scarfs, those sticks you knit with, yarn "
Circus,"clowns, elephants, laughter, performances, funny people"
Circus,"elephants, little kids, clowns "
Circus,"animals, feats or acts of impress, enjoyment, entertainment, ring master, trapeze, tightrope, clowns"
Circus,"clowns, scary, elephants, fire, animals, loud, little kids, juggling, acrobats"
Circus,"describes a chaotic place, is a place with many animals with talent, is a place with people with creative talents"
Circus,"elephants, clowns, cotton candy, peanuts, monkeys "
Circus,"clowns, elephants, acrobats, cotton candy"
Circus,"where tents are, elephants, side shows, clowns, to eat popcorn, smells of cotton candy, arenas to see shows, a lot of people come to enjoy the show"
Doctor,"nurse, see them when sick or hurt"
Doctor,"doctor is to sick hospitals, needles and medician"
Doctor,"Doctor: medical school, helps people, anyone with a doctorate, used as a title such as Mrs. and Mr., smells of hospitals, sterile"
Doctor,"hospital, lots of schooling, wears white, diagnoses ill people, perform surgery, lots of money,"
Doctor,"medicine, apples, pills, smart, bad handwriting, blood"
Doctor,"Someone you go to when sick, surgeon, diagnoses diseases"
Doctor,"dds, gynecologist, nurse, diagnose the problem, writes perscriptions"
Doctor,"doctor: helps you when you're sick or hurt, go to once a year for check ups, different types for different parts of the body or ages, a lot of schooling,lab coats, and other surgical or medicinal tools"
Doctor,"scrubs, coats, hospital, office, practice, private practice, help people, surgery, sickness, health, physicals, medicine"
Doctor,"schooling, saves lives, hard work, respected, makes a lot of money, white coat"
Doctor,sick needles white coat cold
Doctor,"ill, sick, scrubs, helpful"
Doctor,"medicine, job, hospital, health, patients, nurses, cure, sickness, treatment,"
Doctor,"someone highly educated, can be many types of a doctor (degree wise, medical doctor, psychological doctor), can specialize in a wide variety of things, helps the betterment of other people, earns a lot of money, performs surgeries, can diagnose, can cure sicknesses, can prescribe medications"
Doctor,"is a person trained in the medical field, heals, makes money, treats patients, saves lives"
Doctor,
Doctor,"nurse, smart, blood, sexy, rich, stethescope, life saver, long waiting rooms, paperwork, machines, medicine, smells, death, hospitals, diseases, Grey's Anatomy"
Doctor,"is someone who helps you, must go through school, must work hard, wears a white lab coat, has many tools and instruments, makes a lot of money, works a lot, always busy"
Doctor,Care
Doctor,"person to trust, authority, helps people get better, a lot of training, "
Doctor,"smart, lots of schooling, surgery, physicals, wealthy, confident, helps sick people."
Doctor,"very helpful person, takes many years of schooling, very prestigious career, many different areas for the career, abbreviated Dr., can also be a professor, can be a teacher with a doctorate degree, usually assumed in the medical area"
Doctor,"A practitioner of medicine.  Man or woman, physical properties of a human, varied height, weight, and other physical features.  Diagnoses and treats physical or mental ailments of patients.  "
Doctor,"is a career; stethoscope, hospital, blood, gloves, smart, makes a lot of money, surgery, helps cure people, extensive schooling"
Doctor,"takes lots of schooling, makes a lot of money generally, tend to be smart people, go see one when you're sick, diagnoses illness, prescribes medicine, works at a hospital or clinic, wears a white jacket, sloppy handwriting"
Doctor,"is helpful, is smart, fixes people, gives shots, takes x-rays"
Doctor,Govt. Assassin
Doctor,"check-up, shots, procedures"
Doctor,Pepper.
Doctor,physicalsmarthelpssurgery
Doctor,"makes you feel better, hospital, medicine, stethoscope, medical field"
Doctor,"trust, medical degree, science, white coat, health, fitness, usually male, some females, "
Doctor,"helps poeple, rich, smart, wears white cloak"
Doctor,"medical, schooling, intelligence, wears white coat, scrubs, long shifts, hospitals, sickness, illness, bedside manner, medicine."
Doctor,"Fixes people, gives shots, heals sicknesses, mends wounds, has a white coat, scrubs, insurance."
Doctor,"results, scared, surgery, news, skeptical, answers, helpful"
Doctor,"helper, hard working, stressful job, 24/7 job, wears a white jacket, always has a stethescope around his neck. smart, a lot of schooling. "
Doctor,"person, helpful, trained in the medical field, expert, diagnoses, usually male, white lab coat, treats medical conditions, compassionate, tall, trusted, respected, respectful, human. "
Doctor,"Healer, someone with answers, knowledgeable, "
Doctor,"physician, helpful, tongue depressors, shots, physicals, blood pressure cuffs, heart monitors"
Doctor,"long, white coat, gloves, stethoscope, Ph. D, x-rays, hospital, rich, tall, males, glasses, intelligent"
Doctor,"a person who has undergone a good deal of schooling and is able to diagnose patients, deal with illness and prescribe medication"
Doctor,"medical school,nurses, office, lab, lab coats, needles, medicine, waiting room, bills, surgery, casts, band-aids, tests,x-rays"
Doctor,"is a written abbreviation Dr someone who is trained to treat people who are ill, is someone who holds the highest level of degree given by a unversity."
Doctor,"a medical professional, aids people, helps those in needs, cures illnesses, surgeons, intelligent, work long hours, requires expensive degrees, make tons of money, generally looked up to, health professional, intelligent, wears white lab coats, wears rubber gloves, found in hospitals, kind, stressful job, diagnoses disease, prescribes medicine"
Doctor,"surgeon, stethoscope, sick"
Doctor,"sick, job, healthy, rich, helpful, person, white coat, smart, plactic gloves, surgery, 8 years of school, perscribes meds, works with nureses, diagnoses, a person  "
Doctor,"office, health, physician, medicine, surgery, babies, pills, shots, hospital"
Doctor,"is a person, can be male or female, helps sick people, gives medication to those who need it, works long hours, works with people of any age"
Doctor,"medicine, science, health care, specialty"
Doctor,"shots, medicine, stethascope, sonogram, seringe, anethesia, check-up, weight, height, eye test,"
Doctor,"someone who aids in the help of other people, seen as a very distinguished job because it's difficult to attain, very helpful people, they love to help others."
Doctor,"helps you when sick, is a person, they are smart, go to alot of school, help people, people trust "
Doctor,"a person that has graduated from medical school. a scholar. smart. knows about diseases and sicknesses. Can give you a prescription, Can make you feel better. Trustworthy people. They make a lot of money. "
Doctor,"knowledgeable about human health, in a hospital or a private practice, went to school a long time, makes a lot of money, diagnoses and treats illnesses, sometimes need a specialist, does routine check-ups, need to make an appointment to see one."
Doctor,"Someone who helps or cures patients, person with medical training on how to help sick people."
Doctor,"person, walks, talks, listens, lives in a house, hasrelationships, communicates, liscened to practice medicine, as a psychian, surgeon, dentist, or veterinarian,  "
Doctor,helps when sickpay moneymakes good moneyvery trustworthy
Doctor,"is a profession, cures patients, is a respected profession, wears a white coat, is a title, is not just medical, refers to acedemic accomplishment"
Doctor,"Had a medical degree, so surgeries, deliver babies, check-up, many different types, save lives, "
Doctor,Somone who is determined to help people get well. Perscribes medicine to the sick. Very knowlegeable about the human body.
Doctor,"falling, wet floors, slimy, lube"
Doctor,"white scrubs and lab jacket, medical school, trusted with serious lifechanging tasks, nurses to assist, needles, blood work, sanitation"
Doctor,"sick, physical, nurse, office, check-up, shots"
Doctor,"physician, advanced degree specializing, medical, academic,"
Doctor,"shots, stethascope, urine test, uncomfortable, gloves, tests, sanitary, clip board"
Doctor,"is a person who is licensed, is someone who provides care to the ill, goes through lots of school, is specialized in his field, makes a lot of money"
Doctor,"sick, shots, needles, medicine, hospital, injury, blood, toys"
Doctor,"scrubs, hospital, sickness, fever, is a scary person, can be helpful, a person, smart, well educated"
Doctor,"a person who helps people, wears a white coat, prescribes medicine, evaluates health, a person someone goes to to figure out what is wrong with them, usually friendly people, uses: needles, thermometers, thelescope, tongue, depressors, cotton balls, scale"
Funny,"laughing, good times"
Funny,"Funny is to giggle, smile and comedy "
Funny,"Funny: entertainment, the Hangover, comedy, comical, something that induces laughter, hilarious, stupidity, silly, goofy"
Funny,
Funny,"clown, comedian, laugh, smile, youtube, comedy central, videos, "
Funny,Laugh
Funny,"hilarious, makes people laugh, smile, joke, punchlines make people laugh"
Funny,"laughter, jokes, comedians, my dad's attempt at jokes, punchline, "
Funny,"hilarious, jokes, comedy, smiles, laughter, good times, friends, comedians, people falling"
Funny,"hilarious, people, friends, comedians, comedies, jackass"
Funny,jokes friends laughing 
Funny,"laugh, silly"
Funny,"joke, comedian, laughter, hilarious, stand up, improve, comedy, "
Funny,"ability to make people laugh, seeing good light in dark times, sometimes not serious, something humorous"
Funny,"is laughable, entertaining, joking, makes people smile and relax, is relative, comical, "
Funny,
Funny,"laugh, joke, comedians, people falling, americas funniest home videos, giggle, cackle, smile, clown, YouTube"
Funny,"something that people say, a joke, an event that causes a smile or laugh, a funny looking outfit"
Funny,loving 
Funny,"Daniel Tosh. making people laugh, having a good time, making things more interesting, "
Funny,"way of life, cannot live without it, makes us laugh, everyone needs it, brightens peoples days,"
Funny,"can be an action, an adjective, results in happiness, arbitrary term,  "
Funny,"Amusing, humorous.  Something that strikes us humans as odd or humorous, typically resulting in laughter.  has no physical properties.  A desired quality in many cultures, as well as a desired trait in mates.  Can be the result of a joke, or an unintentional action/saying."
Funny,"is a human trait; comedians, humor, movies, laughing, jokes, "
Funny,"laughable, humorous, not me, friends, comic pages, jokes, comedy, larry the cable guy"
Funny,"makes you laugh, is enjoyable, is relaxing, relieves stress"
Funny,humerus 
Funny,"laughter, smile"
Funny,humorous.
Funny,laghter
Funny,"makes you laugh, smile, jokes, bone, movies, comedy"
Funny,personality trait
Funny,"to laugh, smile, a joke can be funny"
Funny,"Humorous, chuckle, laugh, joke, some people are funny, some people aren't funny, comedians are sometimes funny, tv shows, movies, youtube videos"
Funny,"Laughter, jokes, humor, comedy, smiling, happiness."
Funny,"people, comics"
Funny,"feel good, laughing, comedian, comedy, "
Funny,"sense of humor, jokester, envokes laughter, entertaining. "
Funny,"laughing, smiling, feeling good, comedy, "
Funny,"happy, laughing, smiling, clowns"
Funny,"comedian, laughing, something odd looking,"
Funny,"something that makes you laugh, a subjective definition as something are funny to some people and not to others, humor"
Funny,"TV, clowns, comedians, jokes, laughing, snorting,pies in the face, giggling,amusing"
Funny,"is a person, who making people laugh"
Funny,"hilarious, laugh inducing, comical, unusual, ironic, silly, goofy, jokes, sarcasm, accidents"
Funny,movie
Funny,"jokes, emotion, laugh, comedy, cartoons, charistic, chuckel  "
Funny,"laugh, comics, sitcoms, comedy, jokes"
Funny,"jokes, movies, skits, makes people laugh"
Funny,"makes you laugh, comics, comedians, jokes, humor"
Funny,"laughter, comedy, comedians, happiness, good times"
Funny,Something that is said or done that is humorous and makes you laugh. Lightens your mood and relieves stress and worry.
Funny,"something you lough at, can be a person, can be a situation, can be in words, "
Funny,used to describe someone who makes people laugh. Comedians are funny. 
Funny,"makes you laugh or at least smile, ironic, sarcastic, knock-knock joke, tension reliever, friendly, helps people bond, can be inappropriate."
Funny,Someone who makes people laugh.
Funny,"providing fun, causing ammusement or laughter, amusing, comical, strange, peculiar, odd, suspicion."
Funny,comedianjokestv showsmoviesnewspaper
Funny,"is a joke, is a remark, is a story, is a comic"
Funny,"Something you laugh at, having humor, being witty, telling jokes, "
Funny,"Joke, Used to describe comedy. Is a adjective."
Funny,"civil rights, authority, human rights, American, freedom"
Funny,"laughter, joy, amusement, comical, stand up comedy, odd, weird"
Funny,"humor, jokes, fun to be around, like"
Funny,"amusing, humorous, "
Funny,"a joke, humorous, story, inside joke,"
Funny,"describes a characteristic that causes one to laugh, is a positive trait, causes joy"
Funny,"laugh, smile, hilarious"
Funny,"joke, comical, humorous, clowns, circus, "
Funny,"something to laugh about, comedy, makes you feel good, makes one smile, entertainment on TV shows and at comedy clubs, enjoyment around friends, a prank"
Gain,"get something, gain weight"
Gain,"gain is to success, move forward succeed "
Gain,"Gain: to add something on, can be related with numbers, add on characteristics, adding weight, adding financial wealth"
Gain,"is this supposed to be about the detergent?  green, smells good, washes clothes, sold at every large retailer."
Gain,"weight, plus, positive, muscle, strength, laundry"
Gain,add
Gain,"improve, advance, increase"
Gain,"when something is added, usually seen as a positive when you gain something, unless it is weight because no one likes to gain weight,"
Gain,"given, put on (weight), get from something, opposite of loose "
Gain,"weight, friends, laundry detergent, addition"
Gain,calories food weight 
Gain,"to acheive, not lost, receive"
Gain,"to be given something that you wanted/needed, to not be at a loss,"
Gain,"getting more, now having something you didn't before, learning something new, to acquire, earning"
